study_id,model_id,assessment_framework,assessment_part,domain,judgment,rationale,evidence_url,reviewer
S-10.1038/s41598-025-14238-y,M062-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12344049/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41598-025-14238-y,M062-01,PROBAST+AI,model_evaluation,applicability_participants,high,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12344049/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41598-025-14238-y,M062-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12344049/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41598-025-14238-y,M062-01,PROBAST+AI,model_evaluation,applicability_outcome,low,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12344049/,single-pass AI-assisted audit; author sign-off pending
S-10.3390/diagnostics15202661,M063-01,PROBAST+AI,model_evaluation,participants_and_data_sources,unclear,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12564096/,single-pass AI-assisted audit; author sign-off pending
S-10.3390/diagnostics15202661,M063-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12564096/,single-pass AI-assisted audit; author sign-off pending
S-10.3390/diagnostics15202661,M063-01,PROBAST+AI,model_evaluation,outcome,unclear,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12564096/,single-pass AI-assisted audit; author sign-off pending
S-10.3390/diagnostics15202661,M063-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12564096/,single-pass AI-assisted audit; author sign-off pending
S-10.3390/diagnostics15202661,M063-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12564096/,single-pass AI-assisted audit; author sign-off pending
S-10.3390/diagnostics15202661,M063-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12564096/,single-pass AI-assisted audit; author sign-off pending
S-10.3390/diagnostics15202661,M063-01,PROBAST+AI,model_evaluation,applicability_outcome,unclear,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12564096/,single-pass AI-assisted audit; author sign-off pending
S-10.1186/s12904-024-01526-z,M064-01,validation_transparency,descriptive_transparency,sampling,unclear,Unique participant count and sampling frame; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11297625/,single-pass AI-assisted audit; author sign-off pending
S-10.1186/s12904-024-01526-z,M064-01,validation_transparency,descriptive_transparency,target_definition,clear,"Stimulus, behavior, ECAP, or descriptive target kept distinct from pain self-report; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11297625/,single-pass AI-assisted audit; author sign-off pending
S-10.1186/s12904-024-01526-z,M064-01,validation_transparency,descriptive_transparency,processing_boundary,unclear,Preprocessing and segmentation boundary; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11297625/,single-pass AI-assisted audit; author sign-off pending
S-10.1186/s12904-024-01526-z,M064-01,validation_transparency,descriptive_transparency,validation_design,unclear,Unit of separation between development and evaluation data; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11297625/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fped.2026.1784197,M065-01,PROBAST+AI,model_evaluation,participants_and_data_sources,low,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13438283/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fped.2026.1784197,M065-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13438283/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fped.2026.1784197,M065-01,PROBAST+AI,model_evaluation,outcome,unclear,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC13438283/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fped.2026.1784197,M065-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC13438283/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fped.2026.1784197,M065-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13438283/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fped.2026.1784197,M065-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13438283/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fped.2026.1784197,M065-01,PROBAST+AI,model_evaluation,applicability_outcome,unclear,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13438283/,single-pass AI-assisted audit; author sign-off pending
S-10.1016/j.heliyon.2024.e41558,M066-01,PROBAST+AI,model_evaluation,participants_and_data_sources,low,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11750553/,single-pass AI-assisted audit; author sign-off pending
S-10.1016/j.heliyon.2024.e41558,M066-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11750553/,single-pass AI-assisted audit; author sign-off pending
S-10.1016/j.heliyon.2024.e41558,M066-01,PROBAST+AI,model_evaluation,outcome,unclear,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11750553/,single-pass AI-assisted audit; author sign-off pending
S-10.1016/j.heliyon.2024.e41558,M066-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11750553/,single-pass AI-assisted audit; author sign-off pending
S-10.1016/j.heliyon.2024.e41558,M066-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11750553/,single-pass AI-assisted audit; author sign-off pending
S-10.1016/j.heliyon.2024.e41558,M066-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11750553/,single-pass AI-assisted audit; author sign-off pending
S-10.1016/j.heliyon.2024.e41558,M066-01,PROBAST+AI,model_evaluation,applicability_outcome,unclear,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11750553/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41597-024-03878-w,M012-01,dataset_transparency,descriptive_transparency,sampling,clear,Unique participant count and population description; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11436824/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41597-024-03878-w,M012-01,dataset_transparency,descriptive_transparency,labeling,clear,Target definition and provenance of labels; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11436824/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41597-024-03878-w,M012-01,dataset_transparency,descriptive_transparency,processing,unclear,Processing boundary reported in checked source; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11436824/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41597-024-03878-w,M012-01,dataset_transparency,descriptive_transparency,validation_and_access,clear,Reuse access and validation information; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11436824/,single-pass AI-assisted audit; author sign-off pending
S-10.1056/nejmoa1204471,M030-01,PROBAST+AI,model_evaluation,participants_and_data_sources,low,Sampling frame and unique participant count; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC3691100/,single-pass AI-assisted audit; author sign-off pending
S-10.1056/nejmoa1204471,M030-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC3691100/,single-pass AI-assisted audit; author sign-off pending
S-10.1056/nejmoa1204471,M030-01,PROBAST+AI,model_evaluation,outcome,unclear,"Outcome definition, timing, and separation from predictors; based on curated evidence map and available report. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC3691100/,single-pass AI-assisted audit; author sign-off pending
S-10.1056/nejmoa1204471,M030-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on curated evidence map and available report. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC3691100/,single-pass AI-assisted audit; author sign-off pending
S-10.1056/nejmoa1204471,M030-01,PROBAST+AI,model_evaluation,applicability_participants,unclear,Population match to clinical pain-state use; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC3691100/,single-pass AI-assisted audit; author sign-off pending
S-10.1056/nejmoa1204471,M030-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC3691100/,single-pass AI-assisted audit; author sign-off pending
S-10.1056/nejmoa1204471,M030-01,PROBAST+AI,model_evaluation,applicability_outcome,unclear,Match between modeled target and intended clinical claim; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC3691100/,single-pass AI-assisted audit; author sign-off pending
S-10.11817/j.issn.1672-7347.2026.250554,M067-01,validation_transparency,descriptive_transparency,sampling,clear,Unique participant count and sampling frame; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13071591/,single-pass AI-assisted audit; author sign-off pending
S-10.11817/j.issn.1672-7347.2026.250554,M067-01,validation_transparency,descriptive_transparency,target_definition,clear,"Stimulus, behavior, ECAP, or descriptive target kept distinct from pain self-report; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC13071591/,single-pass AI-assisted audit; author sign-off pending
S-10.11817/j.issn.1672-7347.2026.250554,M067-01,validation_transparency,descriptive_transparency,processing_boundary,unclear,Preprocessing and segmentation boundary; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13071591/,single-pass AI-assisted audit; author sign-off pending
S-10.11817/j.issn.1672-7347.2026.250554,M067-01,validation_transparency,descriptive_transparency,validation_design,unclear,Unit of separation between development and evaluation data; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13071591/,single-pass AI-assisted audit; author sign-off pending
S-10.1111/nicc.70478,M059-01,PROBAST+AI,model_evaluation,participants_and_data_sources,low,Sampling frame and unique participant count; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13080763/,single-pass AI-assisted audit; author sign-off pending
S-10.1111/nicc.70478,M059-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13080763/,single-pass AI-assisted audit; author sign-off pending
S-10.1111/nicc.70478,M059-01,PROBAST+AI,model_evaluation,outcome,low,"Outcome definition, timing, and separation from predictors; based on curated evidence map and available report. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC13080763/,single-pass AI-assisted audit; author sign-off pending
S-10.1111/nicc.70478,M059-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on curated evidence map and available report. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC13080763/,single-pass AI-assisted audit; author sign-off pending
S-10.1111/nicc.70478,M059-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13080763/,single-pass AI-assisted audit; author sign-off pending
S-10.1111/nicc.70478,M059-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13080763/,single-pass AI-assisted audit; author sign-off pending
S-10.1111/nicc.70478,M059-01,PROBAST+AI,model_evaluation,applicability_outcome,low,Match between modeled target and intended clinical claim; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13080763/,single-pass AI-assisted audit; author sign-off pending
S-10.1007/978-3-031-16437-8_72,M144-01,PROBAST+AI,model_evaluation,participants_and_data_sources,unclear,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10018439/,single-pass AI-assisted audit; author sign-off pending
S-10.1007/978-3-031-16437-8_72,M144-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10018439/,single-pass AI-assisted audit; author sign-off pending
S-10.1007/978-3-031-16437-8_72,M144-01,PROBAST+AI,model_evaluation,outcome,unclear,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC10018439/,single-pass AI-assisted audit; author sign-off pending
S-10.1007/978-3-031-16437-8_72,M144-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC10018439/,single-pass AI-assisted audit; author sign-off pending
S-10.1007/978-3-031-16437-8_72,M144-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10018439/,single-pass AI-assisted audit; author sign-off pending
S-10.1007/978-3-031-16437-8_72,M144-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10018439/,single-pass AI-assisted audit; author sign-off pending
S-10.1007/978-3-031-16437-8_72,M144-01,PROBAST+AI,model_evaluation,applicability_outcome,unclear,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10018439/,single-pass AI-assisted audit; author sign-off pending
S-10.3390/biomimetics11010051,M068-01,PROBAST+AI,model_evaluation,participants_and_data_sources,unclear,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12838980/,single-pass AI-assisted audit; author sign-off pending
S-10.3390/biomimetics11010051,M068-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12838980/,single-pass AI-assisted audit; author sign-off pending
S-10.3390/biomimetics11010051,M068-01,PROBAST+AI,model_evaluation,outcome,low,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12838980/,single-pass AI-assisted audit; author sign-off pending
S-10.3390/biomimetics11010051,M068-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12838980/,single-pass AI-assisted audit; author sign-off pending
S-10.3390/biomimetics11010051,M068-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12838980/,single-pass AI-assisted audit; author sign-off pending
S-10.3390/biomimetics11010051,M068-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12838980/,single-pass AI-assisted audit; author sign-off pending
S-10.3390/biomimetics11010051,M068-01,PROBAST+AI,model_evaluation,applicability_outcome,low,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12838980/,single-pass AI-assisted audit; author sign-off pending
S-10.1177/20552076241259664,M069-01,PROBAST+AI,model_evaluation,participants_and_data_sources,unclear,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11155325/,single-pass AI-assisted audit; author sign-off pending
S-10.1177/20552076241259664,M069-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11155325/,single-pass AI-assisted audit; author sign-off pending
S-10.1177/20552076241259664,M069-01,PROBAST+AI,model_evaluation,outcome,low,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11155325/,single-pass AI-assisted audit; author sign-off pending
S-10.1177/20552076241259664,M069-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11155325/,single-pass AI-assisted audit; author sign-off pending
S-10.1177/20552076241259664,M069-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11155325/,single-pass AI-assisted audit; author sign-off pending
S-10.1177/20552076241259664,M069-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11155325/,single-pass AI-assisted audit; author sign-off pending
S-10.1177/20552076241259664,M069-01,PROBAST+AI,model_evaluation,applicability_outcome,low,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11155325/,single-pass AI-assisted audit; author sign-off pending
S-10.1109/embc.2018.8512389,M145-01,PROBAST+AI,model_evaluation,participants_and_data_sources,unclear,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC6436808/,single-pass AI-assisted audit; author sign-off pending
S-10.1109/embc.2018.8512389,M145-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC6436808/,single-pass AI-assisted audit; author sign-off pending
S-10.1109/embc.2018.8512389,M145-01,PROBAST+AI,model_evaluation,outcome,unclear,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC6436808/,single-pass AI-assisted audit; author sign-off pending
S-10.1109/embc.2018.8512389,M145-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC6436808/,single-pass AI-assisted audit; author sign-off pending
S-10.1109/embc.2018.8512389,M145-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC6436808/,single-pass AI-assisted audit; author sign-off pending
S-10.1109/embc.2018.8512389,M145-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC6436808/,single-pass AI-assisted audit; author sign-off pending
S-10.1109/embc.2018.8512389,M145-01,PROBAST+AI,model_evaluation,applicability_outcome,unclear,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC6436808/,single-pass AI-assisted audit; author sign-off pending
S-PMID-30713485,M146-01,PROBAST+AI,model_evaluation,participants_and_data_sources,unclear,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC6352979/,single-pass AI-assisted audit; author sign-off pending
S-PMID-30713485,M146-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC6352979/,single-pass AI-assisted audit; author sign-off pending
S-PMID-30713485,M146-01,PROBAST+AI,model_evaluation,outcome,unclear,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC6352979/,single-pass AI-assisted audit; author sign-off pending
S-PMID-30713485,M146-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC6352979/,single-pass AI-assisted audit; author sign-off pending
S-PMID-30713485,M146-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC6352979/,single-pass AI-assisted audit; author sign-off pending
S-PMID-30713485,M146-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC6352979/,single-pass AI-assisted audit; author sign-off pending
S-PMID-30713485,M146-01,PROBAST+AI,model_evaluation,applicability_outcome,unclear,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC6352979/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41598-025-97885-5,M070-01,PROBAST+AI,model_evaluation,participants_and_data_sources,low,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12008390/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41598-025-97885-5,M070-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12008390/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41598-025-97885-5,M070-01,PROBAST+AI,model_evaluation,outcome,low,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12008390/,single-pass AI-assisted audit; author sign-off pending
